,dt,LandAverageTemperature,LandAverageTemperatureUncertainty,LandMaxTemperature,LandMaxTemperatureUncertainty,LandMinTemperature,LandMinTemperatureUncertainty,LandAndOceanAverageTemperature,LandAndOceanAverageTemperatureUncertainty
250,1770-11-01,5.791,2.7260000000000004,,,,,,
251,1770-12-01,4.734,2.87,,,,,,
252,1771-01-01,5.101,4.287,,,,,,
253,1771-02-01,-0.274,3.218,,,,,,
254,1771-03-01,2.814,3.237,,,,,,
255,1771-04-01,5.716999999999999,2.647,,,,,,
256,1771-05-01,9.626,3.088,,,,,,
257,1771-06-01,14.104,1.403,,,,,,
258,1771-07-01,13.828,1.435,,,,,,
259,1771-08-01,14.204,2.246,,,,,,
260,1771-09-01,11.363,1.515,,,,,,
261,1771-10-01,10.317,1.7209999999999999,,,,,,
262,1771-11-01,4.916,2.952,,,,,,
263,1771-12-01,2.522,3.5060000000000002,,,,,,
264,1772-01-01,1.253,4.624,,,,,,
265,1772-02-01,1.4780000000000002,5.962999999999999,,,,,,
266,1772-03-01,3.057,2.206,,,,,,
267,1772-04-01,8.857999999999997,1.524,,,,,,
268,1772-05-01,9.531,1.844,,,,,,
269,1772-06-01,12.646999999999998,2.4290000000000003,,,,,,
270,1772-07-01,14.581,1.409,,,,,,
271,1772-08-01,14.098,1.641,,,,,,
272,1772-09-01,10.302999999999999,1.334,,,,,,
273,1772-10-01,9.267999999999999,1.386,,,,,,
274,1772-11-01,7.7360000000000015,2.582,,,,,,
275,1772-12-01,5.5120000000000005,2.6239999999999997,,,,,,
276,1773-01-01,-0.43699999999999983,2.9330000000000003,,,,,,
277,1773-02-01,1.4209999999999998,3.0210000000000004,,,,,,
278,1773-03-01,4.4220000000000015,2.083,,,,,,
279,1773-04-01,9.415,2.095,,,,,,
280,1773-05-01,12.764,2.537,,,,,,
281,1773-06-01,12.811,1.2590000000000001,,,,,,
282,1773-07-01,14.484000000000002,1.085,,,,,,
283,1773-08-01,13.624,1.162,,,,,,
284,1773-09-01,12.488,1.676,,,,,,
285,1773-10-01,9.206,1.874,,,,,,
286,1773-11-01,3.3689999999999998,4.817,,,,,,
287,1773-12-01,5.090999999999998,3.787,,,,,,
288,1774-01-01,-0.3249999999999997,4.5569999999999995,,,,,,
289,1774-02-01,4.914,5.124,,,,,,
290,1774-03-01,5.643,2.779,,,,,,
291,1774-04-01,10.152999999999999,3.8489999999999998,,,,,,
292,1774-05-01,16.025,2.535,,,,,,
293,1774-06-01,15.370999999999999,3.891,,,,,,
294,1774-07-01,16.521,3.806,,,,,,
295,1774-08-01,14.099,1.9469999999999998,,,,,,
296,1774-09-01,10.936,2.115,,,,,,
297,1774-10-01,8.59,2.625,,,,,,
298,1774-11-01,3.029,4.4830000000000005,,,,,,
299,1774-12-01,0.31000000000000005,3.2710000000000004,,,,,,
300,1775-01-01,4.261,3.435,,,,,,
301,1775-02-01,6.4270000000000005,3.139,,,,,,
302,1775-03-01,7.758999999999999,2.394,,,,,,
303,1775-04-01,7.951999999999999,1.538,,,,,,
304,1775-05-01,11.399,1.8459999999999999,,,,,,
305,1775-06-01,12.314,2.805,,,,,,
306,1775-07-01,14.719,1.058,,,,,,
307,1775-08-01,14.435,1.093,,,,,,
308,1775-09-01,11.095999999999998,1.459,,,,,,
309,1775-10-01,10.372,2.116,,,,,,
310,1775-11-01,8.179,4.56,,,,,,
311,1775-12-01,1.2839999999999998,2.404,,,,,,
312,1776-01-01,-0.8059999999999999,4.467,,,,,,
313,1776-02-01,4.825,3.762,,,,,,
314,1776-03-01,4.652,2.388,,,,,,
315,1776-04-01,7.439999999999999,1.4040000000000001,,,,,,
316,1776-05-01,10.475,5.237,,,,,,
317,1776-06-01,14.564,2.4330000000000003,,,,,,
318,1776-07-01,14.108,1.3030000000000002,,,,,,
319,1776-08-01,14.837,3.437,,,,,,
320,1776-09-01,10.602,2.065,,,,,,
321,1776-10-01,8.059999999999999,2.1519999999999997,,,,,,
322,1776-11-01,5.87,2.7880000000000003,,,,,,
323,1776-12-01,5.021,2.9339999999999997,,,,,,
324,1777-01-01,6.021000000000001,3.11,,,,,,
325,1777-02-01,4.9190000000000005,5.268,,,,,,
326,1777-03-01,5.572,2.307,,,,,,
327,1777-04-01,6.361999999999999,1.401,,,,,,
328,1777-05-01,11.389,2.117,,,,,,
329,1777-06-01,12.323,1.607,,,,,,
330,1777-07-01,12.743,1.078,,,,,,
331,1777-08-01,12.815,1.2690000000000001,,,,,,
332,1777-09-01,11.379,2.6919999999999997,,,,,,
333,1777-10-01,6.956,3.464,,,,,,
334,1777-11-01,5.529,2.276,,,,,,
335,1777-12-01,3.067,2.725,,,,,,
336,1778-01-01,2.521,3.5439999999999996,,,,,,
337,1778-02-01,6.093999999999999,3.569,,,,,,
338,1778-03-01,4.604,4.151,,,,,,
339,1778-04-01,10.983999999999998,1.69,,,,,,
340,1778-05-01,11.286,1.673,,,,,,
341,1778-06-01,11.731,3.975,,,,,,
342,1778-07-01,15.037,2.2159999999999997,,,,,,
343,1778-08-01,12.869000000000002,2.658,,,,,,
344,1778-09-01,13.377,2.35,,,,,,
345,1778-10-01,8.049,3.608,,,,,,
346,1778-11-01,3.854,2.675,,,,,,
347,1778-12-01,2.101,2.3609999999999998,,,,,,
348,1779-01-01,1.4700000000000002,2.802,,,,,,
349,1779-02-01,5.14,4.959,,,,,,
350,1779-03-01,6.9670000000000005,3.017,,,,,,
351,1779-04-01,9.965,3.0860000000000003,,,,,,
352,1779-05-01,14.18,1.8630000000000002,,,,,,
353,1779-06-01,12.547,2.14,,,,,,
354,1779-07-01,13.659,1.858,,,,,,
355,1779-08-01,13.799,1.4780000000000002,,,,,,
356,1779-09-01,12.683,1.8090000000000002,,,,,,
357,1779-10-01,9.35,1.544,,,,,,
358,1779-11-01,5.7700000000000005,2.258,,,,,,
359,1779-12-01,2.269,3.2560000000000002,,,,,,
360,1780-01-01,2.515,3.438,,,,,,
361,1780-02-01,4.08,3.179,,,,,,
362,1780-03-01,5.724,2.381,,,,,,
363,1780-04-01,13.732,3.0580000000000003,,,,,,
364,1780-05-01,15.756999999999998,1.419,,,,,,
365,1780-06-01,14.747,2.9810000000000003,,,,,,
366,1780-07-01,16.183,1.3,,,,,,
367,1780-08-01,12.947,3.1310000000000002,,,,,,
368,1780-09-01,8.844,2.104,,,,,,
369,1780-10-01,9.376,1.8730000000000002,,,,,,
370,1780-11-01,6.706,2.596,,,,,,
371,1780-12-01,2.584,3.5580000000000003,,,,,,
372,1781-01-01,2.401,4.948,,,,,,
373,1781-02-01,2.267,3.5810000000000004,,,,,,
374,1781-03-01,4.772,2.443,,,,,,
375,1781-04-01,6.922999999999999,2.076,,,,,,
376,1781-05-01,11.102,1.838,,,,,,
377,1781-06-01,11.677999999999999,1.385,,,,,,
378,1781-07-01,14.285,1.696,,,,,,
379,1781-08-01,14.140999999999998,1.004,,,,,,
380,1781-09-01,10.303999999999998,3.69,,,,,,
381,1781-10-01,8.546999999999999,1.2819999999999998,,,,,,
382,1781-11-01,7.523,1.676,,,,,,
383,1781-12-01,3.2880000000000003,4.427,,,,,,
384,1782-01-01,0.3410000000000002,3.5469999999999997,,,,,,
385,1782-02-01,0.6389999999999998,4.862,,,,,,
386,1782-03-01,2.565,2.221,,,,,,
387,1782-04-01,8.617999999999999,2.154,,,,,,
388,1782-05-01,10.989999999999998,1.474,,,,,,
389,1782-06-01,13.800999999999998,1.517,,,,,,
390,1782-07-01,13.925,2.96,,,,,,
391,1782-08-01,15.683,2.487,,,,,,
392,1782-09-01,12.398,1.7280000000000002,,,,,,
393,1782-10-01,8.978,1.8259999999999998,,,,,,
394,1782-11-01,4.956,2.4730000000000003,,,,,,
395,1782-12-01,1.921,3.358,,,,,,
396,1783-01-01,-1.4310000000000005,5.292999999999998,,,,,,
397,1783-02-01,5.2940000000000005,3.6830000000000003,,,,,,
398,1783-03-01,4.799,2.597,,,,,,
399,1783-04-01,8.574,1.564,,,,,,
400,1783-05-01,11.819,2.906,,,,,,
401,1783-06-01,14.34,1.541,,,,,,
402,1783-07-01,13.069,1.3430000000000002,,,,,,
403,1783-08-01,13.970999999999998,1.6130000000000002,,,,,,
404,1783-09-01,9.957999999999998,1.439,,,,,,
405,1783-10-01,7.3569999999999975,2.6210000000000004,,,,,,
406,1783-11-01,2.196,2.2,,,,,,
407,1783-12-01,2.224,3.133,,,,,,
408,1784-01-01,2.596,3.347,,,,,,
409,1784-02-01,0.9890000000000001,2.842,,,,,,
410,1784-03-01,3.919,3.258,,,,,,
411,1784-04-01,8.142000000000001,1.272,,,,,,
412,1784-05-01,10.013,1.538,,,,,,
413,1784-06-01,12.802999999999999,1.8,,,,,,
414,1784-07-01,14.947000000000001,1.8030000000000002,,,,,,
415,1784-08-01,15.861,2.595,,,,,,
416,1784-09-01,10.265999999999998,1.068,,,,,,
417,1784-10-01,6.835999999999999,1.68,,,,,,
418,1784-11-01,4.557,2.522,,,,,,
419,1784-12-01,3.415,3.343,,,,,,
420,1785-01-01,0.865,2.7539999999999996,,,,,,
421,1785-02-01,1.045,2.408,,,,,,
422,1785-03-01,2.289,4.215,,,,,,
423,1785-04-01,6.379,1.45,,,,,,
424,1785-05-01,9.853,2.088,,,,,,
425,1785-06-01,13.744000000000002,2.653,,,,,,
426,1785-07-01,14.468,2.215,,,,,,
427,1785-08-01,14.466,2.046,,,,,,
428,1785-09-01,10.497,1.143,,,,,,
429,1785-10-01,7.350999999999999,1.732,,,,,,
430,1785-11-01,5.526,2.261,,,,,,
431,1785-12-01,1.873,1.909,,,,,,
432,1786-01-01,0.7630000000000001,2.436,,,,,,
433,1786-02-01,2.657,2.463,,,,,,
434,1786-03-01,5.648,2.27,,,,,,
435,1786-04-01,9.318,3.0789999999999997,,,,,,
436,1786-05-01,11.582999999999998,2.387,,,,,,
437,1786-06-01,13.035,1.295,,,,,,
438,1786-07-01,15.294,2.311,,,,,,
439,1786-08-01,14.455,3.35,,,,,,
440,1786-09-01,12.158,2.9330000000000003,,,,,,
441,1786-10-01,7.7120000000000015,1.4380000000000002,,,,,,
442,1786-11-01,5.7410000000000005,3.8369999999999997,,,,,,
443,1786-12-01,0.7339999999999995,2.506,,,,,,
444,1787-01-01,2.845,3.176,,,,,,
445,1787-02-01,2.563,2.842,,,,,,
446,1787-03-01,4.698,3.1260000000000003,,,,,,
447,1787-04-01,7.7719999999999985,1.5219999999999998,,,,,,
448,1787-05-01,11.402999999999999,1.364,,,,,,
449,1787-06-01,14.369000000000002,2.099,,,,,,
450,1787-07-01,13.451,2.425,,,,,,
451,1787-08-01,13.555,1.4369999999999998,,,,,,
452,1787-09-01,10.357,1.5630000000000002,,,,,,
453,1787-10-01,7.7719999999999985,3.312,,,,,,
454,1787-11-01,5.801,2.844,,,,,,
455,1787-12-01,1.7959999999999998,2.6310000000000002,,,,,,
456,1788-01-01,0.7350000000000001,2.9930000000000003,,,,,,
457,1788-02-01,3.5810000000000004,4.039,,,,,,
458,1788-03-01,5.336,3.057,,,,,,
459,1788-04-01,8.713999999999999,2.657,,,,,,
460,1788-05-01,10.427999999999999,1.3359999999999999,,,,,,
461,1788-06-01,13.808,1.262,,,,,,
462,1788-07-01,16.468,2.9160000000000004,,,,,,
463,1788-08-01,13.885,1.5319999999999998,,,,,,
464,1788-09-01,11.699000000000002,1.261,,,,,,
465,1788-10-01,9.349,2.1319999999999997,,,,,,
466,1788-11-01,6.1110000000000015,1.682,,,,,,
467,1788-12-01,1.2519999999999998,5.827000000000001,,,,,,
468,1789-01-01,3.706,4.039,,,,,,
469,1789-02-01,1.675,2.576,,,,,,
470,1789-03-01,3.989,1.595,,,,,,
471,1789-04-01,7.693999999999999,1.507,,,,,,
472,1789-05-01,11.665999999999999,2.228,,,,,,
473,1789-06-01,13.507,1.042,,,,,,
474,1789-07-01,15.462,1.922,,,,,,
475,1789-08-01,13.84,1.298,,,,,,
476,1789-09-01,12.017999999999999,1.189,,,,,,
477,1789-10-01,7.39,1.8359999999999999,,,,,,
478,1789-11-01,5.964,1.5859999999999999,,,,,,
479,1789-12-01,3.0989999999999998,1.6059999999999999,,,,,,
480,1790-01-01,2.444,1.94,,,,,,
481,1790-02-01,2.9730000000000003,2.5980000000000003,,,,,,
482,1790-03-01,4.582,1.9140000000000001,,,,,,
483,1790-04-01,6.052999999999999,2.314,,,,,,
484,1790-05-01,10.357,1.057,,,,,,
485,1790-06-01,13.745999999999999,1.226,,,,,,
486,1790-07-01,13.812,1.6569999999999998,,,,,,
487,1790-08-01,13.925,1.2690000000000001,,,,,,
488,1790-09-01,11.232999999999999,1.524,,,,,,
489,1790-10-01,8.577,1.297,,,,,,
490,1790-11-01,5.331,1.565,,,,,,
491,1790-12-01,2.755,2.8989999999999996,,,,,,
492,1791-01-01,1.493,5.035,,,,,,
493,1791-02-01,3.466,2.44,,,,,,
494,1791-03-01,4.79,2.249,,,,,,
495,1791-04-01,9.127,1.617,,,,,,
496,1791-05-01,9.859,1.256,,,,,,
497,1791-06-01,13.231,1.314,,,,,,
498,1791-07-01,13.612,1.0590000000000002,,,,,,
499,1791-08-01,13.744000000000002,0.807,,,,,,
500,1791-09-01,11.677,1.248,,,,,,
501,1791-10-01,8.08,1.0190000000000001,,,,,,
502,1791-11-01,6.206,1.7930000000000001,,,,,,
503,1791-12-01,3.526,1.568,,,,,,
504,1792-01-01,0.3480000000000003,2.516,,,,,,
505,1792-02-01,3.62,2.434,,,,,,
506,1792-03-01,4.4289999999999985,1.692,,,,,,
507,1792-04-01,7.994,1.368,,,,,,
508,1792-05-01,11.321,1.101,,,,,,
509,1792-06-01,13.581,1.406,,,,,,
510,1792-07-01,14.212,1.3619999999999999,,,,,,
511,1792-08-01,12.281,1.395,,,,,,
512,1792-09-01,12.491,1.072,,,,,,
513,1792-10-01,8.097000000000001,1.39,,,,,,
514,1792-11-01,5.306,2.145,,,,,,
515,1792-12-01,3.388,2.524,,,,,,
516,1793-01-01,0.5209999999999999,2.674,,,,,,
517,1793-02-01,4.745,2.6239999999999997,,,,,,
518,1793-03-01,5.042,2.145,,,,,,
519,1793-04-01,8.642999999999999,1.9040000000000001,,,,,,
520,1793-05-01,11.059,1.544,,,,,,
521,1793-06-01,13.145999999999999,1.91,,,,,,
522,1793-07-01,14.336,2.864,,,,,,
523,1793-08-01,13.16,1.746,,,,,,
524,1793-09-01,12.002,2.325,,,,,,
525,1793-10-01,8.392999999999999,1.661,,,,,,
526,1793-11-01,5.666,3.635,,,,,,
527,1793-12-01,2.037,2.261,,,,,,
528,1794-01-01,3.71,3.8689999999999998,,,,,,
529,1794-02-01,3.605,5.138,,,,,,
530,1794-03-01,5.6960000000000015,1.805,,,,,,
531,1794-04-01,9.367,1.219,,,,,,
532,1794-05-01,12.376,1.063,,,,,,
533,1794-06-01,11.994000000000002,1.159,,,,,,
534,1794-07-01,12.874,1.2830000000000001,,,,,,
535,1794-08-01,13.484000000000002,0.9890000000000001,,,,,,
536,1794-09-01,11.895999999999999,1.57,,,,,,
